,basementsqft,bathroomcnt,bedroomcnt,calculatedbathnbr,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,propertycountylandusecode,propertyzoningdesc,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,threequarterbathnbr,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,logerror,transactiondate,year,propertylandusedesc,storydesc,typeconstructiondesc,airconditioningdesc,buildingclassdesc,heatingorsystemdesc
1171,,2.0,4.0,2.0,,2016.0,2016.0,,,,,6059.0,,2.0,2.0,460.0,,33875701.0,-117825672.0,7238.0,,,122,,21412.0,1286.0,,97078.0,6.0,,,,,1969.0,1.0,,98982.0,639607.0,2016.0,540625.0,7377.86,,,60590218202017.0,0.052040888138899996,2017-01-03,2017,Single Family Residential,,,,,
1172,,3.0,3.0,3.0,,2960.0,2960.0,,,,,6037.0,,3.0,,,,34147017.0,-117771185.0,15071.0,1.0,,0101,LVPR2D*,39308.0,3101.0,,96494.0,0.0,,1.0,,,1966.0,,,90799.0,303621.0,2016.0,212822.0,3726.03,,,60374002071019.0,0.044496947937699996,2017-01-03,2017,Single Family Residential,,,Central,,Central
1173,,3.0,4.0,3.0,,2379.0,2379.0,,,,,6059.0,,3.0,2.0,667.0,1.0,33448668.0,-117649755.0,11218.0,,,1,,,1286.0,,96956.0,0.0,,,,,1977.0,,,221674.0,622298.0,2016.0,400624.0,7150.06,,,60590422062019.0,0.21418846428899999,2017-01-03,2017,Single Family Residential,,,,,
1174,,2.0,3.0,2.0,,1363.0,1363.0,,,,,6037.0,,2.0,,,,34098993.0,-118138342.0,5199.0,,,0100,ALRPD*,50677.0,3101.0,,96531.0,0.0,,1.0,,,1912.0,,,112974.0,516832.0,2016.0,403858.0,6187.76,,,60374804003007.0,0.0353832505388,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1175,,3.0,7.0,3.0,,2985.0,2985.0,,,,,6037.0,,3.0,,,,33960975.0,-118092955.0,17387.0,,,0100,PRSF*,26483.0,3101.0,,96197.0,0.0,,1.0,,,1959.0,,,80097.0,366160.0,2016.0,286063.0,4866.25,,,60375026011017.0,0.021210412413,2017-01-03,2017,Single Family Residential,,,,,Central
1176,,0.0,0.0,,,,,,,,,6059.0,,,,,,33879900.0,-117801183.0,39184.0,,,122,,21412.0,1286.0,,97078.0,0.0,,,,,,,,432623.0,830145.0,2016.0,397522.0,9354.84,,,60590218121000.0,-0.00129626651591,2017-01-03,2017,Single Family Residential,,,,,
1177,,2.0,3.0,2.0,,1633.0,1633.0,,,,,6037.0,,2.0,,,,33955928.0,-118093254.0,5957.0,1.0,,0101,PRSF*,26483.0,3101.0,,96197.0,0.0,,1.0,,,1951.0,,,127283.0,176344.0,2016.0,49061.0,2550.57,,,60375026012007.0,0.111401370189,2017-01-03,2017,Single Family Residential,,,,,Central
1178,,4.0,5.0,4.0,,4436.0,4436.0,,,,,6059.0,,4.0,2.0,706.0,,33900442.0,-117769112.0,43560.0,1.0,,122,,21412.0,1286.0,,97078.0,10.0,,,,,1984.0,1.0,,491646.0,2249017.0,2016.0,1757371.0,25190.08,,,60590218242004.0,0.24934637532499998,2017-01-03,2017,Single Family Residential,,,Yes,,
1179,,2.5,3.0,2.5,,2134.0,2134.0,,,,,6059.0,,2.0,2.0,697.0,,33624386.0,-117919255.0,6375.0,,,122,,53571.0,1286.0,,96981.0,4.0,1.0,,,,1995.0,1.0,,228060.0,1794000.0,2016.0,1565940.0,19102.86,,,60590634002022.0,0.04862996466990001,2017-01-03,2017,Single Family Residential,,,,,
1180,,3.5,3.0,3.5,,3790.0,3790.0,,,,,6059.0,3.0,3.0,2.0,651.0,,33722342.0,-118072295.0,6600.0,1.0,,122,,25218.0,1286.0,,96967.0,9.0,1.0,,,,1978.0,2.0,,324460.0,1185538.0,2016.0,861078.0,13170.2,,,60590995132002.0,-0.0530919531556,2017-01-03,2017,Single Family Residential,,,None,,Forced air
1181,,2.0,4.0,2.0,,1620.0,1620.0,,,,,6059.0,,2.0,1.0,200.0,,33605048.0,-117893759.0,2550.0,,,122,,53571.0,1286.0,,96980.0,7.0,,,,,1934.0,2.0,,57655.0,1590506.0,2016.0,1532851.0,17040.54,,,60590630061015.0,0.0592426175763,2017-01-03,2017,Single Family Residential,,,,,
1182,,2.0,2.0,2.0,,919.0,919.0,,,,,6059.0,,2.0,2.0,428.0,,33691101.0,-117813116.0,2700.0,,,122,,52650.0,1286.0,275979.0,96943.0,0.0,,,,,1994.0,,,115586.0,585000.0,2016.0,469414.0,7025.24,,,60590525154003.0,0.015442826736899999,2017-01-03,2017,Single Family Residential,,,,,
1183,,2.0,3.0,2.0,,1471.0,1471.0,,,,,6037.0,,2.0,,,,34572363.0,-118083761.0,10942.0,,,0100,PDR17500*,40227.0,3101.0,,97328.0,0.0,,1.0,,,1969.0,,,124263.0,155328.0,2016.0,31065.0,2632.76,,,60379106031014.0,0.0761049571579,2017-01-03,2017,Single Family Residential,,,Central,,Central
1184,,5.0,4.0,5.0,,3912.0,3912.0,,,,,6037.0,,5.0,,,,34427301.0,-118556383.0,6219.0,,,0100,SCSP,54311.0,3101.0,48200.0,96378.0,0.0,,1.0,,,2001.0,,,417000.0,1038000.0,2016.0,621000.0,13422.89,,,60379201152021.0,0.007392082965899999,2017-01-03,2017,Single Family Residential,,,Central,,Central
1185,,2.5,3.0,2.5,,1604.0,1604.0,,,,,6059.0,,2.0,2.0,483.0,,33832300.0,-118006000.0,1593.0,,,122,,16764.0,1286.0,118872.0,97020.0,7.0,1.0,,,,1981.0,2.0,,134644.0,388000.0,2016.0,253356.0,4618.34,,,60591102011019.0,0.021416703757000003,2017-01-03,2017,Single Family Residential,,,,,
1186,,2.0,2.0,2.0,,1562.0,1562.0,,,,,6037.0,,2.0,,,,34157500.0,-118484000.0,23435.0,,,010E,LAR3,12447.0,3101.0,51906.0,96426.0,0.0,,1.0,,,1965.0,,,236553.0,393916.0,2016.0,157363.0,4805.69,,,60371397011004.0,0.156920803316,2017-01-03,2017,Condominium,,,Central,,Central
1187,,3.0,4.0,3.0,,2605.0,2605.0,,,,,6059.0,,3.0,2.0,400.0,,33775636.0,-117967145.0,12000.0,,,122,,24832.0,1286.0,,97048.0,6.0,,,,,1950.0,1.0,,183781.0,419999.0,2016.0,236218.0,5117.98,,,60590881071001.0,0.0116535170782,2017-01-03,2017,Single Family Residential,,,,,
1188,,1.0,3.0,1.0,,1076.0,1076.0,,,,,6037.0,,1.0,,,,34578018.0,-118094823.0,7427.0,,,0100,PDR1*,40227.0,3101.0,,97328.0,0.0,,1.0,,,1955.0,,,49601.0,61999.0,2016.0,12398.0,1623.55,,,60379105022010.0,0.039105086668099996,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1189,,2.0,3.0,2.0,,1390.0,1390.0,,,,,6059.0,,2.0,2.0,480.0,,33858039.0,-118041862.0,5000.0,,,122,,15237.0,1286.0,,96183.0,6.0,,,,,1969.0,1.0,,74220.0,169687.0,2016.0,95467.0,2127.6,,,60591101151033.0,0.0306574721023,2017-01-03,2017,Single Family Residential,,,,,
1190,,3.0,4.0,3.0,,1682.0,1682.0,,,,,6037.0,,3.0,,,,34192187.0,-118415320.0,5742.0,,,0100,LAR1,12447.0,3101.0,268548.0,96451.0,0.0,,1.0,,,1947.0,,,48231.0,77610.0,2016.0,29379.0,991.07,,,60371234202003.0,-0.022623831459999997,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1191,,5.5,6.0,5.5,,2837.0,2837.0,,,,,6059.0,,2.0,2.0,447.0,,33804076.0,-117937047.0,8504.0,1.0,,122,,16764.0,1286.0,275496.0,97021.0,6.0,7.0,,,,2008.0,1.0,,399089.0,524638.0,2016.0,125549.0,6217.76,,,60590876024004.0,-0.0582289716471,2017-01-03,2017,Single Family Residential,,,,,
1192,,2.5,4.0,2.5,,2419.0,2419.0,,,,,6059.0,1.0,2.0,2.0,480.0,,33720266.0,-117767033.0,4410.0,,,122,,52650.0,1286.0,276486.0,96954.0,8.0,1.0,,,,1978.0,2.0,,197741.0,398434.0,2016.0,200693.0,4108.18,,,60590524211007.0,-0.0011720680939,2017-01-03,2017,Single Family Residential,,,Yes,,
1193,,4.0,5.0,4.0,,2834.0,2834.0,,,,,6059.0,,4.0,2.0,582.0,,33723674.0,-117758577.0,6600.0,,,122,,52650.0,1286.0,274815.0,96954.0,0.0,,,,,1996.0,,,350184.0,766451.0,2016.0,416267.0,9291.18,,,60590524204010.0,-0.010768435160399999,2017-01-03,2017,Single Family Residential,,,,,
1194,,3.5,3.0,3.5,,3227.0,3227.0,,,,,6059.0,,3.0,2.0,665.0,,33717868.0,-117821210.0,5012.0,,,1,,27491.0,1286.0,,97018.0,0.0,1.0,,,,2007.0,,,515461.0,947513.0,2016.0,432052.0,17012.62,,,60590755154053.0,0.0220509924047,2017-01-03,2017,Single Family Residential,,,,,
1195,,1.5,3.0,1.5,,1153.0,1153.0,,,,,6059.0,,1.0,1.0,360.0,,33810742.0,-117957087.0,7035.0,,,122,,16764.0,1286.0,275496.0,97023.0,6.0,1.0,,,,1954.0,1.0,,48808.0,423359.0,2016.0,374551.0,5021.2,,,60590877044011.0,0.06583876280640001,2017-01-03,2017,Single Family Residential,,,,,
1196,,3.0,3.0,3.0,,1756.0,1756.0,,,,,6037.0,,3.0,,,,33913207.0,-118211506.0,,,,010D,LYR3YY,32616.0,3101.0,,96113.0,0.0,,1.0,,,2007.0,,,150152.0,243349.0,2016.0,93197.0,3436.85,,,60375405022005.0,-0.0305192001193,2017-01-03,2017,Planned Unit Development,,,Central,,Central
1197,,1.5,3.0,1.5,,1180.0,1180.0,,,,,6059.0,,1.0,2.0,504.0,,33843033.0,-117859601.0,1830.0,,,122,,16764.0,1286.0,274765.0,97025.0,6.0,1.0,,,,1973.0,2.0,,94288.0,200356.0,2016.0,106068.0,2522.24,,,60590864072001.0,0.019994237917099998,2017-01-03,2017,Single Family Residential,,,Yes,,
1198,,4.0,6.0,4.0,,3733.0,3733.0,,,,,6059.0,,4.0,2.0,464.0,1.0,33722323.0,-117744913.0,7448.0,1.0,,122,,52650.0,1286.0,274815.0,96954.0,0.0,,,,,1999.0,,,427940.0,799634.0,2016.0,371694.0,10794.22,,,60590524204004.0,-0.022684794336599996,2017-01-03,2017,Single Family Residential,,,,,
1199,,3.0,4.0,3.0,,2290.0,2290.0,,,,,6037.0,,3.0,,,,34454888.0,-118560416.0,,,,010C,LCA25*,,3101.0,,96377.0,0.0,,1.0,,,2010.0,,,294915.0,451408.0,2016.0,156493.0,9413.63,,,60379201081000.0,0.07293748133010002,2017-01-03,2017,Condominium,,,Central,,Central
1200,,1.0,3.0,1.0,,1214.0,1214.0,,,,,6037.0,,1.0,,,,33969643.0,-118153228.0,5570.0,,,0100,BGR3*,16961.0,3101.0,,96083.0,0.0,,1.0,,,1949.0,,,44375.0,61124.0,2016.0,16749.0,1345.64,,,60375339021003.0,0.428066171795,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1201,,2.0,3.0,2.0,,1576.0,1576.0,,,,,6059.0,,2.0,2.0,451.0,,33682714.0,-117924608.0,7128.0,,,122,,38032.0,1286.0,,96958.0,6.0,,,,,1958.0,1.0,,79344.0,116226.0,2016.0,36882.0,1798.68,,,60590638061001.0,-0.0312582200901,2017-01-03,2017,Single Family Residential,,,,,
1202,,2.0,3.0,2.0,,1357.0,1357.0,,,,,6059.0,,2.0,2.0,437.0,,33681826.0,-117920735.0,7636.0,,,122,,38032.0,1286.0,,96958.0,6.0,,,,,1959.0,1.0,,85335.0,239875.0,2016.0,154540.0,3169.92,,,60590638061001.0,-0.00331549536578,2017-01-03,2017,Single Family Residential,,,,,
1203,,2.0,2.0,2.0,,850.0,850.0,,,,,6037.0,,2.0,,,,34377200.0,-118549000.0,512143.0,,,010E,SCCP,54311.0,3101.0,26134.0,96352.0,0.0,,1.0,,,1979.0,,,113130.0,141410.0,2016.0,28280.0,2215.74,,,60379203131001.0,-0.0217228082099,2017-01-03,2017,Condominium,,,Central,,Central
1204,,1.0,2.0,1.0,688.0,688.0,688.0,,,688.0,,6111.0,,1.0,1.0,360.0,,34273450.0,-119273797.0,5070.0,,,1110,,34543.0,2061.0,,97081.0,4.0,,,,,1927.0,1.0,,97464.0,279193.0,2016.0,181729.0,3153.44,,,61110026002013.0,0.017823254125700003,2017-01-03,2017,Single Family Residential,,,,,
1205,,2.0,3.0,2.0,,1568.0,1568.0,,,,,6037.0,,2.0,,,,33985801.0,-118265675.0,5400.0,,,0100,LAR3,12447.0,3101.0,268496.0,95984.0,0.0,,1.0,,,1920.0,,,109800.0,342300.0,2016.0,232500.0,4263.48,,,60372392021006.0,0.0318935667587,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1206,,2.5,3.0,2.5,,1913.0,1913.0,,,,,6059.0,,2.0,2.0,400.0,,33729398.0,-118056333.0,2125.0,1.0,,122,,25218.0,1286.0,,96967.0,7.0,1.0,,,,1978.0,1.0,1.0,141783.0,632193.0,2016.0,490410.0,7142.36,,,60590995141000.0,0.0119134777344,2017-01-03,2017,Single Family Residential,,Frame,,,Forced air
1207,,4.0,3.0,4.0,,2074.0,2074.0,,,,,6037.0,,4.0,,,,34186469.0,-118127904.0,8083.0,,,0100,LCR175,30187.0,3101.0,,96265.0,0.0,,1.0,,,1931.0,,,239177.0,757578.0,2016.0,518401.0,8953.57,,,60374601004012.0,-0.00522217872364,2017-01-03,2017,Single Family Residential,,,,,Central
1208,,2.0,3.0,2.0,,1666.0,1666.0,,,,,6037.0,,2.0,,,,34112226.0,-118104987.0,6571.0,,,0100,SLR1YY,33837.0,3101.0,,96514.0,0.0,,1.0,,,1938.0,,,216481.0,808662.0,2016.0,592181.0,10806.79,,,60374802011009.0,0.014874659066,2017-01-03,2017,Single Family Residential,,,,,Central
1209,,0.0,0.0,,,5041.0,,,,,5041.0,6059.0,,,0.0,0.0,,33708144.0,-117984170.0,7832.0,,,96,,25218.0,1286.0,,96965.0,0.0,,4.0,,,1979.0,2.0,,316681.0,1196253.0,2016.0,879572.0,13807.16,,,60590992123000.0,0.46339757761699996,2017-01-03,2017,"Quadruplex (4 Units, Any Combination)",,,,,
1210,,3.0,4.0,3.0,,1737.0,1737.0,,,,,6037.0,,3.0,,,,34564711.0,-118038062.0,7312.0,,,0100,PDRI 7000,40227.0,3101.0,,97330.0,0.0,,1.0,,,1987.0,,,110347.0,137933.0,2016.0,27586.0,2666.02,,,60379107141006.0,0.0410495642379,2017-01-03,2017,Single Family Residential,,,Central,,Central
1211,,2.5,3.0,2.5,,2022.0,2022.0,,,,,6059.0,,2.0,2.0,439.0,,33690508.0,-117995059.0,2250.0,,,122,,25218.0,1286.0,,96966.0,0.0,1.0,,,,1998.0,,,262876.0,438991.0,2016.0,176115.0,5046.5,,,60590994133003.0,0.045148848456499996,2017-01-03,2017,Single Family Residential,,,,,
1212,,3.0,2.0,3.0,,1347.0,1347.0,,,,,6037.0,,3.0,,,,34148500.0,-118440000.0,28939.0,1.0,,010C,LARD1.5,12447.0,3101.0,27080.0,96424.0,0.0,,1.0,,,1974.0,,,120715.0,177899.0,2016.0,57184.0,2236.15,,,60371412023003.0,0.026735340595299997,2017-01-03,2017,Condominium,,,Central,,Central
1213,,4.5,5.0,4.5,,3567.0,3567.0,,,,,6059.0,,4.0,2.0,677.0,,33687756.0,-118006321.0,8625.0,,,122,,25218.0,1286.0,,96966.0,0.0,1.0,,,,1995.0,,,470799.0,891736.0,2016.0,420937.0,9973.14,,,60590994135004.0,0.004322147985939999,2017-01-03,2017,Single Family Residential,,,,,
1214,,2.5,3.0,2.5,,1345.0,1345.0,,,,,6059.0,,2.0,1.0,0.0,,33689427.0,-117812410.0,,,,34,,52650.0,1286.0,275979.0,96943.0,0.0,1.0,,,,1995.0,,,163499.0,241461.0,2016.0,77962.0,3216.24,,,60590525154009.0,-0.054035984826499996,2017-01-03,2017,Condominium,,,,,
1215,,2.0,3.0,2.0,,1495.0,1495.0,,,,,6037.0,,2.0,,,,34191066.0,-118159039.0,9961.0,,,0100,LCR175,30187.0,3101.0,,96265.0,0.0,,1.0,,,1965.0,,,60872.0,72166.0,2016.0,11294.0,1268.29,,,60374610003000.0,0.193978247353,2017-01-03,2017,Single Family Residential,,,,,Central
1216,,3.0,3.0,3.0,,1610.0,1610.0,,,,,6037.0,,3.0,,,,34175100.0,-118151000.0,61040.0,,,010C,PSR*,47019.0,3101.0,274695.0,96291.0,0.0,,1.0,,,2007.0,,,267860.0,410891.0,2016.0,143031.0,4789.38,,,60374609001011.0,-0.0005837221972389999,2017-01-03,2017,Condominium,,,Central,,Central
1217,,2.5,3.0,2.5,,1259.0,1259.0,,,,,6059.0,,2.0,2.0,0.0,,33604596.0,-117739424.0,3553.0,,,34,,37086.0,1286.0,,96974.0,0.0,1.0,,,,1989.0,,,140000.0,478000.0,2016.0,338000.0,4807.26,,,60590626351005.0,-0.017448651933799998,2017-01-03,2017,Condominium,,,,,
1218,,1.0,3.0,1.0,,1720.0,1720.0,,,,,6037.0,,1.0,,,,34536161.0,-117971906.0,39946.0,,,0100,LCA110000*,29189.0,3101.0,,97323.0,0.0,,1.0,,,1946.0,,,75241.0,96224.0,2016.0,20983.0,1216.03,,,60379100022013.0,1.0782751029200002,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1219,,1.0,3.0,1.0,,1103.0,1103.0,,,,,6037.0,,1.0,,,,33910953.0,-118236534.0,5350.0,,,0100,CORL*,24174.0,3101.0,,96092.0,0.0,,1.0,,,1947.0,,,123995.0,234051.0,2016.0,110056.0,4476.84,Y,14.0,60375413001010.0,-0.0316138965428,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1220,,1.0,1.0,1.0,,776.0,776.0,,,,,6059.0,,1.0,1.0,0.0,,33526803.0,-117682439.0,,,,34,,25459.0,1286.0,,96987.0,0.0,,,,,1983.0,,,59448.0,316758.0,2016.0,257310.0,3220.14,,,60590423155019.0,-0.0445739815194,2017-01-03,2017,Condominium,,,,,
1221,,3.0,4.0,3.0,,2208.0,2208.0,,,,,6037.0,,3.0,,,,34545357.0,-118051273.0,8934.0,1.0,,0101,LCA11*,40227.0,3101.0,,97330.0,0.0,,1.0,,,1998.0,,,174201.0,231896.0,2016.0,57695.0,4530.88,,,60379107121020.0,-0.023915592708799997,2017-01-03,2017,Single Family Residential,,,Central,,Central
1222,,2.0,3.0,2.0,,1590.0,1590.0,,,,,6059.0,,2.0,2.0,467.0,,33734970.0,-117965326.0,6000.0,,,122,,34780.0,1286.0,,96990.0,6.0,,,,,1962.0,1.0,,69545.0,92344.0,2016.0,22799.0,1531.02,,,60590992223014.0,0.0139305547267,2017-01-03,2017,Single Family Residential,,,,,
1223,,2.5,4.0,2.5,927.0,1866.0,1866.0,,,927.0,,6111.0,1.0,2.0,2.0,595.0,,34284555.0,-119190922.0,6000.0,,,1111,,34543.0,2061.0,,97084.0,8.0,1.0,,306.0,,1995.0,2.0,,211512.0,344422.0,2016.0,132910.0,3635.06,,,61110012023015.0,0.0200875396348,2017-01-03,2017,Single Family Residential,,,,,
1224,,2.5,4.0,2.5,,2303.0,2303.0,,,,,6059.0,,2.0,2.0,528.0,,33638599.0,-117873264.0,10011.0,,,122,,53571.0,1286.0,,96978.0,8.0,1.0,,,,1964.0,1.0,,137952.0,736753.0,2016.0,598801.0,8006.42,,,60590630074008.0,-0.04286765998980001,2017-01-03,2017,Single Family Residential,,,,,
1225,,1.0,3.0,1.0,,1084.0,1084.0,,,,,6037.0,,1.0,,,,33905470.0,-118245328.0,5605.0,,,0100,COR1*,24174.0,3101.0,,96092.0,0.0,,1.0,,,1953.0,,,73402.0,244680.0,2016.0,171278.0,3557.49,,,60375412002001.0,-0.0616091086585,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1226,,1.5,2.0,1.5,,1162.0,1162.0,,,,,6059.0,1.0,1.0,1.0,231.0,,33927176.0,-117889580.0,1326.0,,,122,,17150.0,1286.0,,97035.0,5.0,1.0,,,,1972.0,2.0,,78502.0,394456.0,2016.0,315954.0,4686.02,,,60590015073007.0,0.030950614821299998,2017-01-03,2017,Single Family Residential,,,Yes,,
1227,,2.0,3.0,2.0,,1369.0,1369.0,,,,,6059.0,1.0,2.0,2.0,407.0,,33873270.0,-117898705.0,7620.0,,,122,,24812.0,1286.0,,97039.0,6.0,,,,,1954.0,1.0,,84588.0,289965.0,2016.0,205377.0,3411.58,,,60590114033000.0,0.0242400591402,2017-01-03,2017,Single Family Residential,,,,,
1228,,2.5,3.0,2.5,,1766.0,1766.0,,,,,6059.0,,2.0,2.0,446.0,,33848120.0,-117946578.0,4056.0,,,122,,16764.0,1286.0,274800.0,97020.0,7.0,1.0,,,,1981.0,2.0,,165642.0,292122.0,2016.0,126480.0,3536.26,,,60590867014016.0,0.0654185316261,2017-01-03,2017,Single Family Residential,,,,,
1229,,2.5,2.0,2.5,,1111.0,1111.0,,,,,6059.0,,2.0,1.0,0.0,,33658525.0,-117639444.0,,,,34,,12773.0,1286.0,,96996.0,0.0,1.0,,,,1993.0,,,151076.0,410235.0,2016.0,259159.0,4127.88,,,60590320474000.0,0.0111779722513,2017-01-03,2017,Condominium,,,,,
1230,,2.5,3.0,2.5,1566.0,2228.0,2228.0,,,1566.0,,6111.0,,2.0,2.0,440.0,,34252505.0,-119202824.0,8206.0,,,1110,,34543.0,2061.0,,97083.0,5.0,1.0,,,,1950.0,2.0,,124661.0,461107.0,2016.0,336446.0,5254.16,,,61110015073005.0,0.0322761255989,2017-01-03,2017,Single Family Residential,,,,,
1231,,3.0,4.0,3.0,,3309.0,3309.0,,,,,6059.0,,3.0,2.0,670.0,1.0,33567399.0,-117680138.0,31710.0,1.0,,122,,25458.0,1286.0,,96971.0,0.0,,,,,1989.0,,,567646.0,1452674.0,2016.0,885028.0,14914.64,,,60590423332009.0,0.0197293072146,2017-01-03,2017,Single Family Residential,,,,,
1232,,2.0,3.0,2.0,,1635.0,1635.0,,,,,6059.0,1.0,2.0,2.0,440.0,,33829836.0,-117897614.0,7917.0,,,122,,16764.0,1286.0,275470.0,97024.0,6.0,,,,,1963.0,1.0,,94618.0,395024.0,2016.0,300406.0,4766.66,,,60590863013008.0,0.0862067050358,2017-01-03,2017,Single Family Residential,,,,,
1233,,6.0,6.0,6.0,,3659.0,3659.0,,,,,6037.0,,6.0,,,,34143240.0,-118065560.0,12001.0,1.0,,0101,ARROD*,50749.0,3101.0,,96268.0,0.0,,1.0,,,1950.0,,,771590.0,2010195.0,2016.0,1238605.0,22708.18,,,60374307014009.0,0.0195059478172,2017-01-03,2017,Single Family Residential,,,Central,,Central
1234,,2.0,4.0,2.0,,1303.0,1303.0,,,,,6037.0,,2.0,,,,34226146.0,-118551773.0,7864.0,1.0,,0101,LARS,12447.0,3101.0,33183.0,96354.0,0.0,,1.0,,,1960.0,,,135750.0,395808.0,2016.0,260058.0,4933.16,,,60371153021008.0,-0.0173784448432,2017-01-03,2017,Single Family Residential,,,,,Central
1235,,2.0,3.0,2.0,1479.0,1479.0,1479.0,,,1479.0,,6111.0,1.0,2.0,2.0,458.0,,34225196.0,-119185905.0,6016.0,,,1111,,13150.0,2061.0,,97107.0,5.0,,,,,1977.0,1.0,,83887.0,98489.0,2016.0,14602.0,1211.96,,,61110030111011.0,0.021672065038900002,2017-01-03,2017,Single Family Residential,,,,,
1236,,1.0,2.0,1.0,,984.0,984.0,,,,,6037.0,,1.0,,,,34179115.0,-118431621.0,7113.0,,,0100,LARD1.5,12447.0,3101.0,268548.0,96410.0,0.0,,1.0,,,1948.0,,,22329.0,271911.0,2016.0,249582.0,3372.75,,,60371286011001.0,0.166954955716,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1237,,3.0,6.0,3.0,,1875.0,1875.0,,,,,6059.0,1.0,3.0,2.0,517.0,,33841106.0,-117985811.0,9500.0,1.0,,122,,10608.0,1286.0,,96180.0,7.0,,,,,1958.0,1.0,,101420.0,136310.0,2016.0,34890.0,1847.28,,,60591104021010.0,-0.131046739242,2017-01-03,2017,Single Family Residential,,,,,
1238,,1.0,2.0,1.0,,867.0,867.0,,,,,6037.0,,1.0,,,,34178727.0,-118442419.0,6649.0,,,0100,LARD2,12447.0,3101.0,27080.0,96410.0,0.0,,1.0,,,1939.0,,,109000.0,544000.0,2016.0,435000.0,6606.57,,,60371286012004.0,0.08219553600730001,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1239,,1.0,2.0,1.0,,930.0,930.0,,,,,6037.0,,1.0,,,,34068756.0,-118237362.0,2118.0,,,0100,LAR3,12447.0,3101.0,268144.0,95993.0,0.0,,1.0,,,1902.0,,,45419.0,227111.0,2016.0,181692.0,2841.43,,,60371977003003.0,-0.0732729206646,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1240,,5.0,2.0,5.0,,2322.0,2322.0,,,,,6059.0,,5.0,,,,33537749.0,-117774468.0,5000.0,1.0,,122,,52842.0,1286.0,,96969.0,7.0,,,,,1987.0,1.0,,255504.0,677957.0,2016.0,422453.0,8370.78,,,60590626053023.0,0.0132698376401,2017-01-03,2017,Single Family Residential,,,,,
1241,,3.0,4.0,3.0,,2952.0,2952.0,,,,,6037.0,,3.0,,,,34154972.0,-118042611.0,21733.0,1.0,,0101,ARR0*,50749.0,3101.0,,96267.0,0.0,,1.0,,,1941.0,,,445737.0,1201278.0,2016.0,755541.0,13740.95,,,60374306004002.0,0.0397386086076,2017-01-03,2017,Single Family Residential,,,,,Central
1242,,4.0,5.0,4.0,,3577.0,3577.0,,,,,6037.0,,4.0,,,,34151054.0,-118049210.0,20012.0,1.0,,0101,ARRO*,50749.0,3101.0,,96267.0,0.0,,1.0,,,1952.0,,,327008.0,889200.0,2016.0,562192.0,10329.89,,,60374306004007.0,1.2792037003299999,2017-01-03,2017,Single Family Residential,,,,,Central
1243,,2.0,3.0,2.0,,1883.0,1883.0,,,,,6037.0,,2.0,,,,34611289.0,-118198663.0,8020.0,,,0100,PDSP*,40227.0,3101.0,,97329.0,0.0,,1.0,,,2001.0,,,169132.0,208389.0,2016.0,39257.0,3422.28,,,60379102091007.0,0.023072576024,2017-01-03,2017,Single Family Residential,,,Central,,Central
1244,,1.0,2.0,1.0,,660.0,660.0,,,,,6037.0,,1.0,,,,34030324.0,-118199949.0,6680.0,,,0100,LARD1.5,12447.0,3101.0,113886.0,96004.0,0.0,,1.0,,,1912.0,,,108225.0,292207.0,2016.0,183982.0,3652.06,,,60372048101004.0,0.344150805448,2017-01-03,2017,Single Family Residential,,,,,Floor/Wall
1245,,2.0,3.0,2.0,1185.0,1185.0,1185.0,,,1185.0,,6111.0,1.0,2.0,2.0,400.0,,34239572.0,-119163932.0,13300.0,,,1110,,13150.0,2061.0,,97107.0,5.0,,,,,1956.0,1.0,,81747.0,382723.0,2016.0,300976.0,5059.92,,,61110050032000.0,-0.133486398445,2017-01-03,2017,Single Family Residential,,,,,
